fetch_date,period,rank,code,name,d1,d5,d10,d20,d60,d120,avg_vol_10d
2026-08-16,1,1,2323,中環,48.2,18.5,15.3,1.9,2.8,1.7,5640.9
2026-08-16,1,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-16,1,3,1102,亞泥,44.4,-10.5,-7.3,-4,-1.9,-3.4,10631
2026-08-16,1,4,6214,精誠,43.8,13.3,-1.1,9.1,5.7,4.7,2307.8
2026-08-16,1,5,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-16,1,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-16,1,7,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-16,1,8,2851,中再保,41.9,25.8,12.9,-0.6,-0.3,4.8,1439.2
2026-08-16,1,9,1612,宏泰,41,13.7,5.7,-0.8,-7.8,-5.7,1381.9
2026-08-16,1,10,6213,聯茂,36.1,21.8,12.8,3.8,2.7,1.8,19358
2026-08-16,1,11,3498,陽程,35.7,22.3,14.5,10.5,-0.4,1.8,2244.7
2026-08-16,1,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-16,1,13,2887,台新新光金,34.3,19.5,12.9,8.6,11.3,5.3,49583.2
2026-08-16,1,14,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-16,1,15,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-16,1,16,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-16,1,17,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-16,1,18,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-16,1,19,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-16,1,20,3029,零壹,30.8,18.8,8.2,14,5.3,0.8,1644.4
2026-08-16,5,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-16,5,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-16,5,3,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-16,5,4,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-16,5,5,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-16,5,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-16,5,7,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-16,5,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-16,5,9,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-16,5,10,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-16,5,11,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-16,5,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-16,5,13,6244,茂迪,-0.5,27.7,12.5,4,0.5,0.8,2757.5
2026-08-16,5,14,2328,廣宇,3,27.7,8.2,2.5,0.3,1.1,2573.4
2026-08-16,5,15,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-16,5,16,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-16,5,17,3356,奇偶,20.7,27.3,18.5,16.2,8.6,6.5,814.5
2026-08-16,5,18,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-16,5,19,6277,宏正,4.5,26.9,19.9,8.7,9.8,9.1,582.5
2026-08-16,5,20,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-16,10,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-16,10,2,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-16,10,3,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-16,10,4,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-16,10,5,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-16,10,6,2034,允強,-9.4,21.5,28.1,3.9,9.4,3.5,1709.4
2026-08-16,10,7,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-16,10,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-16,10,9,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-16,10,10,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-16,10,11,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-16,10,12,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-16,10,13,3046,建��,12.3,25,23.3,15.8,3.5,3.3,758.6
2026-08-16,10,14,3003,健和興,-15.5,23,23.2,17.5,4.9,3.6,1662.3
2026-08-16,10,15,1504,東元,21.2,26.1,22.6,8.3,-6,-5.3,8121.6
2026-08-16,10,16,1536,和大,-4.8,8,22.6,6.2,0.6,-2.7,1735.8
2026-08-16,10,17,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-16,10,18,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-16,10,19,5351,鈺創,10,19.5,21.2,8,3.1,1.7,24690.3
2026-08-16,10,20,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-16,20,1,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-16,20,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-16,20,3,2002,中鋼,-41.4,17.9,15.9,24.1,2.5,-2.7,47537.5
2026-08-16,20,4,3293,鈊象,-19.7,1.7,14.9,23.6,9.5,8.5,1667.9
2026-08-16,20,5,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-16,20,6,1907,永豐餘,-16,6.4,19.4,21.3,13.6,7.6,2128.1
2026-08-16,20,7,2727,王品,-13.6,5.1,8.8,21.1,10.5,12,624.8
2026-08-16,20,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-16,20,9,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-16,20,10,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-16,20,11,3141,晶宏,-20.1,2.3,20.6,19.4,1.6,1,1275.4
2026-08-16,20,12,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-16,20,13,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-16,20,14,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-16,20,15,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-16,20,16,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-16,20,17,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-16,20,18,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-16,20,19,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-16,20,20,8415,大國鋼,0,7.6,7.8,17.9,8.9,5,737.7
2026-08-17,1,1,2323,中環,48.2,18.5,15.3,1.9,2.8,1.7,5640.9
2026-08-17,1,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,1,3,1102,亞泥,44.4,-10.5,-7.3,-4,-1.9,-3.4,10631
2026-08-17,1,4,6214,精誠,43.8,13.3,-1.1,9.1,5.7,4.7,2307.8
2026-08-17,1,5,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,1,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,1,7,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,1,8,2851,中再保,41.9,25.8,12.9,-0.6,-0.3,4.8,1439.2
2026-08-17,1,9,1612,宏泰,41,13.7,5.7,-0.8,-7.8,-5.7,1381.9
2026-08-17,1,10,6213,聯茂,36.1,21.8,12.8,3.8,2.7,1.8,19358
2026-08-17,1,11,3498,陽程,35.7,22.3,14.5,10.5,-0.4,1.8,2244.7
2026-08-17,1,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,1,13,2887,台新新光金,34.3,19.5,12.9,8.6,11.3,5.3,49583.2
2026-08-17,1,14,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-17,1,15,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-17,1,16,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,1,17,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,1,18,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,1,19,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,1,20,3029,零壹,30.8,18.8,8.2,14,5.3,0.8,1644.4
2026-08-17,5,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,5,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,5,3,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-17,5,4,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,5,5,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,5,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,5,7,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,5,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,5,9,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-17,5,10,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,5,11,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,5,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,5,13,6244,茂迪,-0.5,27.7,12.5,4,0.5,0.8,2757.5
2026-08-17,5,14,2328,廣宇,3,27.7,8.2,2.5,0.3,1.1,2573.4
2026-08-17,5,15,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,5,16,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,5,17,3356,奇偶,20.7,27.3,18.5,16.2,8.6,6.5,814.5
2026-08-17,5,18,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,5,19,6277,宏正,4.5,26.9,19.9,8.7,9.8,9.1,582.5
2026-08-17,5,20,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,10,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,10,2,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,10,3,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,10,4,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,10,5,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,10,6,2034,允強,-9.4,21.5,28.1,3.9,9.4,3.5,1709.4
2026-08-17,10,7,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,10,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,10,9,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,10,10,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,10,11,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,10,12,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-17,10,13,3046,建��,12.3,25,23.3,15.8,3.5,3.3,758.6
2026-08-17,10,14,3003,健和興,-15.5,23,23.2,17.5,4.9,3.6,1662.3
2026-08-17,10,15,1504,東元,21.2,26.1,22.6,8.3,-6,-5.3,8121.6
2026-08-17,10,16,1536,和大,-4.8,8,22.6,6.2,0.6,-2.7,1735.8
2026-08-17,10,17,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-17,10,18,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,10,19,5351,鈺創,10,19.5,21.2,8,3.1,1.7,24690.3
2026-08-17,10,20,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-17,20,1,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,20,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,20,3,2002,中鋼,-41.4,17.9,15.9,24.1,2.5,-2.7,47537.5
2026-08-17,20,4,3293,鈊象,-19.7,1.7,14.9,23.6,9.5,8.5,1667.9
2026-08-17,20,5,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,20,6,1907,永豐餘,-16,6.4,19.4,21.3,13.6,7.6,2128.1
2026-08-17,20,7,2727,王品,-13.6,5.1,8.8,21.1,10.5,12,624.8
2026-08-17,20,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,20,9,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-17,20,10,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-17,20,11,3141,晶宏,-20.1,2.3,20.6,19.4,1.6,1,1275.4
2026-08-17,20,12,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,20,13,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-17,20,14,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-17,20,15,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,20,16,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-17,20,17,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,20,18,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-17,20,19,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-17,20,20,8415,大國鋼,0,7.6,7.8,17.9,8.9,5,737.7
2026-08-17,1,1,2323,中環,48.2,18.5,15.3,1.9,2.8,1.7,5640.9
2026-08-17,1,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,1,3,1102,亞泥,44.4,-10.5,-7.3,-4,-1.9,-3.4,10631
2026-08-17,1,4,6214,精誠,43.8,13.3,-1.1,9.1,5.7,4.7,2307.8
2026-08-17,1,5,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,1,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,1,7,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,1,8,2851,中再保,41.9,25.8,12.9,-0.6,-0.3,4.8,1439.2
2026-08-17,1,9,1612,宏泰,41,13.7,5.7,-0.8,-7.8,-5.7,1381.9
2026-08-17,1,10,6213,聯茂,36.1,21.8,12.8,3.8,2.7,1.8,19358
2026-08-17,1,11,3498,陽程,35.7,22.3,14.5,10.5,-0.4,1.8,2244.7
2026-08-17,1,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,1,13,2887,台新新光金,34.3,19.5,12.9,8.6,11.3,5.3,49583.2
2026-08-17,1,14,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-17,1,15,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-17,1,16,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,1,17,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,1,18,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,1,19,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,1,20,3029,零壹,30.8,18.8,8.2,14,5.3,0.8,1644.4
2026-08-17,5,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,5,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,5,3,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-17,5,4,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,5,5,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,5,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,5,7,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,5,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,5,9,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-17,5,10,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,5,11,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,5,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,5,13,6244,茂迪,-0.5,27.7,12.5,4,0.5,0.8,2757.5
2026-08-17,5,14,2328,廣宇,3,27.7,8.2,2.5,0.3,1.1,2573.4
2026-08-17,5,15,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,5,16,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,5,17,3356,奇偶,20.7,27.3,18.5,16.2,8.6,6.5,814.5
2026-08-17,5,18,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,5,19,6277,宏正,4.5,26.9,19.9,8.7,9.8,9.1,582.5
2026-08-17,5,20,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,10,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,10,2,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,10,3,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,10,4,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,10,5,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,10,6,2034,允強,-9.4,21.5,28.1,3.9,9.4,3.5,1709.4
2026-08-17,10,7,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,10,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,10,9,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,10,10,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,10,11,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,10,12,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-17,10,13,3046,建��,12.3,25,23.3,15.8,3.5,3.3,758.6
2026-08-17,10,14,3003,健和興,-15.5,23,23.2,17.5,4.9,3.6,1662.3
2026-08-17,10,15,1504,東元,21.2,26.1,22.6,8.3,-6,-5.3,8121.6
2026-08-17,10,16,1536,和大,-4.8,8,22.6,6.2,0.6,-2.7,1735.8
2026-08-17,10,17,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-17,10,18,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,10,19,5351,鈺創,10,19.5,21.2,8,3.1,1.7,24690.3
2026-08-17,10,20,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-17,20,1,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,20,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,20,3,2002,中鋼,-41.4,17.9,15.9,24.1,2.5,-2.7,47537.5
2026-08-17,20,4,3293,鈊象,-19.7,1.7,14.9,23.6,9.5,8.5,1667.9
2026-08-17,20,5,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,20,6,1907,永豐餘,-16,6.4,19.4,21.3,13.6,7.6,2128.1
2026-08-17,20,7,2727,王品,-13.6,5.1,8.8,21.1,10.5,12,624.8
2026-08-17,20,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,20,9,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-17,20,10,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-17,20,11,3141,晶宏,-20.1,2.3,20.6,19.4,1.6,1,1275.4
2026-08-17,20,12,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,20,13,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-17,20,14,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-17,20,15,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,20,16,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-17,20,17,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,20,18,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-17,20,19,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-17,20,20,8415,大國鋼,0,7.6,7.8,17.9,8.9,5,737.7
2026-08-17,1,1,2323,中環,48.2,18.5,15.3,1.9,2.8,1.7,5640.9
2026-08-17,1,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,1,3,1102,亞泥,44.4,-10.5,-7.3,-4,-1.9,-3.4,10631
2026-08-17,1,4,6214,精誠,43.8,13.3,-1.1,9.1,5.7,4.7,2307.8
2026-08-17,1,5,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,1,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,1,7,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,1,8,2851,中再保,41.9,25.8,12.9,-0.6,-0.3,4.8,1439.2
2026-08-17,1,9,1612,宏泰,41,13.7,5.7,-0.8,-7.8,-5.7,1381.9
2026-08-17,1,10,6213,聯茂,36.1,21.8,12.8,3.8,2.7,1.8,19358
2026-08-17,1,11,3498,陽程,35.7,22.3,14.5,10.5,-0.4,1.8,2244.7
2026-08-17,1,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,1,13,2887,台新新光金,34.3,19.5,12.9,8.6,11.3,5.3,49583.2
2026-08-17,1,14,2867,三商壽,33.9,22.1,19.3,20.3,22.2,23.7,14169.3
2026-08-17,1,15,9945,潤泰新,32.9,24.1,15.9,18.1,5.3,1,8514.7
2026-08-17,1,16,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,1,17,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,1,18,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,1,19,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,1,20,3029,零壹,30.8,18.8,8.2,14,5.3,0.8,1644.4
2026-08-17,5,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,5,2,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,5,3,2520,冠德,4.2,34.4,20.9,18,15.2,12.3,1328.4
2026-08-17,5,4,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,5,5,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,5,6,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,5,7,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,5,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,5,9,2542,興富發,19.4,30.4,20.1,19,8.7,8,6669.3
2026-08-17,5,10,2357,華碩,31.2,29,19.1,19.4,7.1,4.4,5088.7
2026-08-17,5,11,3037,欣興,32.1,28.4,13.1,6.4,0.8,0.1,20788.4
2026-08-17,5,12,2474,可成,35.4,27.9,16.8,7.1,-8.9,-7.1,3595.3
2026-08-17,5,13,6244,茂迪,-0.5,27.7,12.5,4,0.5,0.8,2757.5
2026-08-17,5,14,2328,廣宇,3,27.7,8.2,2.5,0.3,1.1,2573.4
2026-08-17,5,15,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,5,16,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,5,17,3356,奇偶,20.7,27.3,18.5,16.2,8.6,6.5,814.5
2026-08-17,5,18,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,5,19,6277,宏正,4.5,26.9,19.9,8.7,9.8,9.1,582.5
2026-08-17,5,20,1319,東陽,31.1,26.5,18.6,3.8,-5.5,-7.6,3586.8
2026-08-17,10,1,1513,中興電,10.7,42.6,36.3,18.2,2.8,-2.1,4115.7
2026-08-17,10,2,1605,華新,4,31.8,30.5,17,6.3,4,43401.5
2026-08-17,10,3,1904,正隆,6.2,34.4,29.8,21.4,13.1,8.5,3693.9
2026-08-17,10,4,2615,萬海,44.6,35.7,29.1,26.4,14.4,7.2,10638.9
2026-08-17,10,5,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
2026-08-17,10,6,2034,允強,-9.4,21.5,28.1,3.9,9.4,3.5,1709.4
2026-08-17,10,7,3706,神達,42.4,26.5,27.9,18.7,5.2,3.9,13999.5
2026-08-17,10,8,6112,邁達特,29.7,31.2,27.2,20.9,1.4,0.6,878.1
2026-08-17,10,9,2392,正崴,31.4,27.3,26,15.2,7.1,4.9,3535.7
2026-08-17,10,10,9933,中鼎,42,33.9,25.9,10.4,9.8,9,3131.9
2026-08-17,10,11,2108,南帝,-34.2,27.5,24.1,13.9,4.2,1.7,1385.9
2026-08-17,10,12,4938,和碩,-0.1,22,23.3,19,5.1,5,17754.5
2026-08-17,10,13,3046,建��,12.3,25,23.3,15.8,3.5,3.3,758.6
2026-08-17,10,14,3003,健和興,-15.5,23,23.2,17.5,4.9,3.6,1662.3
2026-08-17,10,15,1504,東元,21.2,26.1,22.6,8.3,-6,-5.3,8121.6
2026-08-17,10,16,1536,和大,-4.8,8,22.6,6.2,0.6,-2.7,1735.8
2026-08-17,10,17,6279,胡連,2.6,11.6,22.5,20.7,6.1,-1,1278.2
2026-08-17,10,18,1440,南紡,25.1,27.5,21.8,7.4,0.7,-1,2279.2
2026-08-17,10,19,5351,鈺創,10,19.5,21.2,8,3.1,1.7,24690.3
2026-08-17,10,20,3489,森寶,22.6,25.1,21.2,18.3,0.7,-0.8,798.4
2026-08-17,20,1,2603,長榮,42.3,33.5,28.4,26.6,6.8,7.1,8520.1
